Author,tweet_id,Content,tweet_text_lower,cybercrime_flag
user_001,29,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_001,30,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_001,31,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_001,32,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_001,33,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_001,34,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,35,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_001,36,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,37,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,38,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_001,39,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_001,40,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_001,41,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,42,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_001,43,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_001,44,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,45,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_001,46,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_001,47,Saw someone offering hacked Netflix accounts on the dark web.,saw someone offering hacked netflix accounts on the dark web.,TRUE
user_001,48,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_001,49,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_001,50,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_001,51,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_001,52,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_001,53,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_001,54,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_001,55,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_001,56,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_001,57,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_001,58,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_001,59,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_001,60,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_001,61,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_001,62,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_001,63,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_001,64,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_001,65,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_001,66,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_001,67,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_001,68,Saw someone offering hacked Netflix accounts on the dark web.,saw someone offering hacked netflix accounts on the dark web.,TRUE
user_001,69,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_001,70,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_001,71,There's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,there's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,TRUE
user_001,72,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_001,73,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_001,74,Saw someone offering hacked Netflix accounts on the dark web.,saw someone offering hacked netflix accounts on the dark web.,TRUE
user_001,75,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_001,76,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_001,77,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_001,78,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_001,79,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_001,80,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_001,81,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_001,82,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_001,83,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_001,84,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_001,85,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_001,86,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,87,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_001,88,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_001,89,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_001,90,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_001,91,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_001,92,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_001,93,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_001,94,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_001,95,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_001,96,There's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,there's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,TRUE
user_001,97,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_001,98,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_001,99,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_001,100,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,101,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,102,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_002,103,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_002,104,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_002,105,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_002,106,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_002,107,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,108,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_002,109,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,110,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,111,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,112,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_002,113,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_002,114,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,115,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,116,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_002,117,Saw someone offering hacked Netflix accounts on the dark web.,saw someone offering hacked netflix accounts on the dark web.,TRUE
user_002,118,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_002,119,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_002,120,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,121,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_002,122,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_002,123,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_002,124,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,125,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,126,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,127,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_002,128,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,129,There's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,there's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,TRUE
user_002,130,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,131,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_002,132,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,133,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,134,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_002,135,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_002,136,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,137,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,138,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_002,139,There's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,there's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,TRUE
user_002,140,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,141,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_002,142,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_002,143,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,144,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_002,145,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_002,146,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_002,147,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,148,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_002,149,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,150,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_002,151,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,152,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_002,153,Saw someone offering hacked Netflix accounts on the dark web.,saw someone offering hacked netflix accounts on the dark web.,TRUE
user_002,154,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_002,155,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,156,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,157,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_002,158,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_002,159,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,160,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_002,161,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,162,"He clicked on a phishing link, and now all his credentials are compromised.","he clicked on a phishing link, and now all his credentials are compromised.",TRUE
user_002,163,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_002,164,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_002,165,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_002,166,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,167,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_002,168,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,169,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_002,170,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,171,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,172,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,173,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_002,174,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,175,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,176,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_002,177,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,178,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_002,179,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_002,180,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,181,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_002,182,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_002,183,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_002,184,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_002,185,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,186,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,187,"Company suffered a ransomware attack. All data encrypted, ransom note left on every computer.","company suffered a ransomware attack. all data encrypted, ransom note left on every computer.",TRUE
user_002,188,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,189,Saw someone offering hacked Netflix accounts on the dark web.,saw someone offering hacked netflix accounts on the dark web.,TRUE
user_002,190,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_002,191,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,192,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_002,193,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,194,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,195,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,196,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_002,197,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_002,198,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_002,199,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_002,200,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_003,201,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_003,202,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_003,203,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_003,204,Got a text pretending to be from my mobile provider. Classic smishing attempt!,got a text pretending to be from my mobile provider. classic smishing attempt!,TRUE
user_003,205,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_003,206,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_003,207,Scammers are using fake job offers to steal personal information online.,scammers are using fake job offers to steal personal information online.,TRUE
user_003,208,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_003,209,Someone tried to brute force into my admin panel last night!,someone tried to brute force into my admin panel last night!,TRUE
user_003,210,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_003,211,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_003,212,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_003,213,I think I found a SQL injection vulnerability on this old site.,i think i found a sql injection vulnerability on this old site.,TRUE
user_003,214,Hackers leaked private data from the healthcare app—thousands affected.,hackers leaked private data from the healthcare app—thousands affected.,TRUE
user_003,215,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_003,216,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_003,217,My friend's Instagram account was hacked and they're asking people for money.,my friend's instagram account was hacked and they're asking people for money.,TRUE
user_003,218,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_003,219,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_003,220,There's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,there's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,TRUE
user_003,221,Got a weird link from someone I don't know. Turned out to be a malware site.,got a weird link from someone i don't know. turned out to be a malware site.,TRUE
user_003,222,There's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,there's a keylogger installed on my coworker's laptop—stolen passwords everywhere.,TRUE
user_003,223,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_003,224,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_003,225,Police warning about a surge in social engineering attacks targeting remote workers.,police warning about a surge in social engineering attacks targeting remote workers.,TRUE
user_003,226,"Just got an email asking for my password. Looked like my bank, but it's a phishing scam.","just got an email asking for my password. looked like my bank, but it's a phishing scam.",TRUE
user_003,227,They’re selling stolen credit card numbers through a Telegram bot!,they’re selling stolen credit card numbers through a telegram bot!,TRUE
user_003,228,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_003,229,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
user_003,230,"Got blackmailed online after a video call. Be cautious, people.","got blackmailed online after a video call. be cautious, people.",TRUE
user_003,231,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_003,232,Fake customer support tried to remote into my laptop. Total scam!,fake customer support tried to remote into my laptop. total scam!,TRUE
user_003,233,Dark web markets are booming with illegal exploits and zero-days.,dark web markets are booming with illegal exploits and zero-days.,TRUE
user_003,234,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_003,235,Be careful with that game mod site—it's full of trojans and spyware.,be careful with that game mod site—it's full of trojans and spyware.,TRUE
user_003,236,He was scammed by someone pretending to be Apple Support via phone.,he was scammed by someone pretending to be apple support via phone.,TRUE
user_003,237,Received a suspicious attachment in an email claiming to be my resume feedback.,received a suspicious attachment in an email claiming to be my resume feedback.,TRUE
